ITEM_CODE,date,scripts,cost,cost_per_script,DRUG_NAME,FORM/STRENGTH
11131W,2025-06-01,17760,1781352.0,100.30135135135136,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-07-01,19065,1918394.89,100.6239124049305,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-08-01,18546,1865328.75,100.57849401488191,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-09-01,18729,1883463.7,100.5640290458647,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-10-01,19558,1967102.01,100.57787145924941,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-11-01,18518,1862550.28,100.5805313748785,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-12-01,21742,2187279.69,100.60158633060436,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2026-01-01,16673,1677317.9200000002,100.6008468781863,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2026-02-01,16826,1692476.9900000002,100.58700760727447,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2026-03-01,19107,1921616.52,100.57133615952269,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2026-04-01,18104,1821093.4999999998,100.59067057003976,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2026-05-01,18829,1892786.98,100.52509320728663,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2026-06-01,19000,1910659.76,100.56104,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11440D,2022-07-01,7023,891815.76,126.9850149508757,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2022-08-01,7535,958334.88,127.18445653616456,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2022-09-01,7310,931544.1,127.43421340629274,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2022-10-01,7483,952282.02,127.25939061873581,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2022-11-01,7880,1003147.78,127.30301776649746,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2022-12-01,8311,1058376.67,127.34648899049452,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-01-01,7434,945152.77,127.13919424266882,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-02-01,7557,961240.44,127.19868201667327,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-03-01,8672,1102580.6600000001,127.14260378228784,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-04-01,8075,1028524.71,127.37148111455107,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-05-01,8876,1129277.5,127.22819963947724,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-06-01,8857,1126193.42,127.15292085356215,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-07-01,9084,1162238.04,127.9434214002642,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-08-01,9619,1232650.49,128.1474675122154,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-09-01,9681,1239414.11,128.02542196054128,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-10-01,9312,637834.12,68.4959321305842,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-11-01,9721,666083.85,68.52009566916983,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2023-12-01,10254,701605.78,68.4226428710747,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-01-01,9507,651531.58,68.53177448196065,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-02-01,9495,650255.98,68.48404212743549,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-03-01,10237,701763.16,68.55164208264141,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-04-01,10293,677479.22,65.81941319343242,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-05-01,10831,713119.96,65.84063890684148,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-06-01,10584,695921.5499999999,65.75222505668934,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-07-01,11181,741128.61,66.28464448618192,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-08-01,11421,756084.28,66.2012328167411,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-09-01,11303,749031.07,66.26834203308856,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-10-01,11886,786992.15,66.2116902237927,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-11-01,11519,763128.21,66.24951905547356,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2024-12-01,12464,825327.6,66.21691270860077,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-01-01,11247,745022.9299999999,66.24192495776651,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-02-01,10970,725878.38,66.16940565177758,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-03-01,12357,817851.29,66.18526260419196,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-04-01,12107,800620.7899999999,66.12875113570661,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-05-01,12814,846935.01,66.09450678944904,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-06-01,12842,848440.47,66.06762731661735,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-07-01,13143,872118.3999999999,66.3561135205052,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-08-01,13489,896629.79,66.47118318629995,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-09-01,13435,893358.55,66.49486788239673,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-10-01,13945,926369.16,66.4302015059161,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-11-01,13483,895362.97,66.40680634873544,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2025-12-01,14936,990601.31,66.32306574718801,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2026-01-01,13313,883145.3899999999,66.33706827912566,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2026-02-01,12961,860272.37,66.37391945065967,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2026-03-01,15047,998140.0599999999,66.33482155911477,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2026-04-01,14157,939568.79,66.36778907960726,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2026-05-01,15021,997138.4700000001,66.38296185340523,GUANFACINE,Tablet 3 mg (as hydrochloride)
11440D,2026-06-01,15312,1015665.6,66.33134796238244,GUANFACINE,Tablet 3 mg (as hydrochloride)
11441E,2022-07-01,5075,639637.58,126.03696157635467,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2022-08-01,5490,691096.66,125.88281602914391,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2022-09-01,5251,661869.86,126.0464406779661,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2022-10-01,5430,684136.04,125.99190423572745,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2022-11-01,5654,713084.47,126.12035196321187,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2022-12-01,6035,760949.65,126.08942004971003,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-01-01,5267,663816.64,126.03315739510158,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-02-01,5425,684039.62,126.09025253456221,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-03-01,6192,779952.76,125.96136304909561,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-04-01,5750,724641.3999999999,126.02459130434781,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-05-01,6526,822195.06,125.98759730309531,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-06-01,6360,800587.76,125.8785786163522,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-07-01,6550,831670.8400000001,126.97264732824429,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-08-01,6956,882606.73,126.88423375503163,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-09-01,7148,906619.3400000001,126.83538612199217,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-10-01,6885,467155.48,67.85119535221496,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-11-01,7030,476511.54,67.78258036984353,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2023-12-01,7366,500049.85000000003,67.88621368449634,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-01-01,6917,469034.91000000003,67.80900824056673,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-02-01,6928,469753.95,67.80513135103926,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-03-01,7374,499617.06,67.75387306753458,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-04-01,7424,482916.71,65.04804822198277,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-05-01,7993,519649.68999999994,65.01309771049668,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-06-01,7608,494455.72,64.99155099894847,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-07-01,8189,536815.53,65.55324581756014,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-08-01,8299,543224.14,65.45657790095193,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-09-01,8378,548939.65,65.52156242539986,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-10-01,8691,569179.22,65.49064779657117,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-11-01,8539,558857.25,65.44762267244408,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2024-12-01,9273,607017.4,65.46073546856465,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-01-01,8233,538933.48,65.46015790112959,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-02-01,8119,531397.11,65.45105431703412,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-03-01,9066,593580.78,65.47328259430842,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-04-01,8979,588125.5099999999,65.50011248468648,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-05-01,9444,618106.2,65.44961880559084,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-06-01,9416,616108.78,65.43211342395922,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-07-01,9852,648296.5800000001,65.80355054811207,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-08-01,9773,643490.34,65.8436856645861,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-09-01,9936,654025.32,65.82380434782608,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-10-01,10169,669351.91,65.82278591798604,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-11-01,10049,661410.01,65.81849039705443,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2025-12-01,11205,737515.1,65.82017849174476,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2026-01-01,9726,640449.5499999999,65.84922373020768,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2026-02-01,9550,628862.09,65.8494335078534,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2026-03-01,11065,728132.81,65.8050438319024,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2026-04-01,10623,699347.21,65.833306034077,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2026-05-01,11133,733072.8099999999,65.84683463576754,GUANFACINE,Tablet 4 mg (as hydrochloride)
11441E,2026-06-01,11362,747994.08,65.832958986094,GUANFACINE,Tablet 4 mg (as hydrochloride)
11451Q,2022-07-01,9487,1205010.5,127.01702329503532,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2022-08-01,10447,1324981.62,126.82890973485212,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2022-09-01,10142,1289006.6,127.09589824492211,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2022-10-01,10670,1357542.1,127.22981255857546,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2022-11-01,11101,1412430.07,127.23448968561391,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2022-12-01,11608,1475414.0799999998,127.1032115782219,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-01-01,10471,1332470.76,127.25343902206093,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-02-01,10696,1360339.81,127.18210639491399,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-03-01,12182,1550682.8599999999,127.2929617468396,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-04-01,11358,1448065.8900000001,127.4930348652932,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-05-01,12765,1624284.02,127.245124951038,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-06-01,12677,1614511.3399999999,127.35752465094264,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-07-01,12917,1655042.21,128.12899357435936,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-08-01,13807,1768488.19,128.08634678061853,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-09-01,14053,1802808.88,128.28640717284566,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-10-01,13791,944409.28,68.4801160176927,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-11-01,14151,970346.9099999999,68.57090735637057,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2023-12-01,14790,1014872.28,68.6188154158215,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-01-01,13761,944464.37,68.63341108931037,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-02-01,13917,955547.95,68.66048358123159,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-03-01,15010,1030687.62,68.66673017988008,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-04-01,14771,974814.59,65.99516552704624,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-05-01,16046,1056857.79,65.86425215006855,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-06-01,15462,1018612.7999999999,65.87846332945284,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-07-01,16393,1088896.9300000002,66.42450619166719,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-08-01,16765,1112660.92,66.36808350730689,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-09-01,16654,1104871.31,66.34269905127897,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-10-01,17772,1178948.3800000001,66.3374060319604,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-11-01,17416,1154408.13,66.28434370693614,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2024-12-01,18584,1233607.58,66.38008932414981,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-01-01,17037,1130310.95,66.3444825967013,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-02-01,16786,1112977.1500000001,66.30389312522341,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-03-01,18993,1259439.63,66.31072658347811,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-04-01,18703,1240343.4400000002,66.31788697000482,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-05-01,19836,1316185.89,66.35339231699939,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-06-01,19709,1306380.6099999999,66.28345476685777,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-07-01,20702,1379464.47,66.63435754999517,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-08-01,20781,1383984.78,66.59856503536885,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-09-01,20963,1396863.3,66.63470400228975,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-10-01,21788,1453031.39,66.68952588580869,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-11-01,21155,1410382.68,66.66899929094777,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2025-12-01,23143,1542930.37,66.66941926284406,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2026-01-01,20687,1379594.93,66.68898003577125,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2026-02-01,20515,1368146.66,66.69006385571532,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2026-03-01,23694,1579577.7,66.66572550012661,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2026-04-01,22581,1504821.73,66.64105796908906,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2026-05-01,23852,1590124.78,66.66630806640953,GUANFACINE,Tablet 2 mg (as hydrochloride)
11451Q,2026-06-01,24601,1639029.9,66.62452339335799,GUANFACINE,Tablet 2 mg (as hydrochloride)
11452R,2022-07-01,8111,1043015.77,128.59274688694367,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2022-08-01,9109,1169493.74,128.38881765287078,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2022-09-01,8729,1121415.9200000002,128.47014778325126,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2022-10-01,9058,1164242.18,128.5319253698388,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2022-11-01,9421,1210393.02,128.4781891518947,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2022-12-01,9500,1223916.41,128.83330631578946,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-01-01,8372,1078160.52,128.78171524128047,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-02-01,8536,1096237.1099999999,128.42515346766635,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-03-01,10307,1325985.89,128.64906277287278,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-04-01,9541,1229419.46,128.8564573944031,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-05-01,10971,1408676.86,128.40004192872118,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-06-01,10862,1394561.24,128.38899281900203,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-07-01,10774,1393393.53,129.32926768145535,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-08-01,11792,1524613.1300000001,129.29215824287652,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-09-01,11995,1553480.04,129.51063276365153,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-10-01,11673,806784.22,69.11541334704017,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-11-01,12075,836287.3099999999,69.25774824016563,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2023-12-01,11975,831719.67,69.45466972860126,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-01-01,10792,748621.2,69.36816160118606,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-02-01,11494,797925.86,69.42107708369583,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-03-01,12233,848833.79,69.38884901495953,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-04-01,12208,811896.04,66.50524574049804,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-05-01,13376,889526.92,66.50171351674642,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-06-01,12813,852896.08,66.56490127214548,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-07-01,13699,918533.19,67.05111248996276,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-08-01,14285,955759.7999999999,66.90653132656632,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-09-01,14104,946504.63,67.1089499432785,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-10-01,14808,994243.8200000001,67.14234332793086,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-11-01,14907,1001530.79,67.18526799490172,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2024-12-01,15086,1013236.74,67.16404215829246,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-01-01,13758,922718.67,67.06779110335805,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-02-01,13915,932759.03,67.0326288178225,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-03-01,15844,1061825.49,67.01751388538248,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-04-01,15532,1039673.1,66.93749034251867,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-05-01,17087,1143791.48,66.93928015450342,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-06-01,16721,1118388.27,66.88525028407392,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-07-01,17083,1151186.94,67.3878674705848,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-08-01,17462,1172946.47,67.17137040430649,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-09-01,17250,1160612.89,67.28190666666666,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-10-01,18041,1211865.7200000002,67.17286846627128,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-11-01,17630,1186561.1199999999,67.30352353942143,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2025-12-01,18461,1243346.74,67.34991278912301,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2026-01-01,16670,1122648.5,67.34544091181763,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2026-02-01,17180,1157402.06,67.36915366705472,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2026-03-01,20086,1356275.1,67.52340436124665,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2026-04-01,18771,1264828.38,67.38204570880613,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2026-05-01,20363,1373470.86,67.44933752394049,GUANFACINE,Tablet 1 mg (as hydrochloride)
11452R,2026-06-01,21263,1433315.48,67.40890184828105,GUANFACINE,Tablet 1 mg (as hydrochloride)
